,amt_training_data,classifier_name,feature_name,feature_selector,result,split
433,0.5,Linear SVM,ngrams,None,0.7151162790697675,5
434,0.5,RBF SVM,ngrams,None,0.3546511627906977,5
435,0.5,Decision Tree,ngrams,None,0.7034883720930233,5
436,0.5,Random Forest,ngrams,None,0.38372093023255816,5
437,0.5,AdaBoost,ngrams,None,0.6104651162790697,5
438,0.5,Naive Bayes,ngrams,None,0.6569767441860465,5
439,0.5,LDA,ngrams,None,0.6569767441860465,5
440,0.6,Nearest Neighbors,ngrams,None,0.6453488372093024,5
441,0.6,Linear SVM,ngrams,None,0.7267441860465116,5
442,0.6,RBF SVM,ngrams,None,0.3546511627906977,5
443,0.6,Decision Tree,ngrams,None,0.7441860465116279,5
444,0.6,Random Forest,ngrams,None,0.3953488372093023,5
445,0.6,AdaBoost,ngrams,None,0.6686046511627907,5
446,0.6,Naive Bayes,ngrams,None,0.6802325581395349,5
447,0.6,LDA,ngrams,None,0.6046511627906976,5
448,0.7000000000000001,Nearest Neighbors,ngrams,None,0.686046511627907,5
449,0.7000000000000001,Linear SVM,ngrams,None,0.7441860465116279,5
450,0.7000000000000001,RBF SVM,ngrams,None,0.3546511627906977,5
451,0.7000000000000001,Decision Tree,ngrams,None,0.7441860465116279,5
452,0.7000000000000001,Random Forest,ngrams,None,0.38372093023255816,5
453,0.7000000000000001,AdaBoost,ngrams,None,0.6162790697674418,5
454,0.7000000000000001,Naive Bayes,ngrams,None,0.7325581395348837,5
455,0.7000000000000001,LDA,ngrams,None,0.6104651162790697,5
456,0.8,Nearest Neighbors,ngrams,None,0.6976744186046512,5
457,0.8,Linear SVM,ngrams,None,0.7325581395348837,5
458,0.8,RBF SVM,ngrams,None,0.3546511627906977,5
459,0.8,Decision Tree,ngrams,None,0.7093023255813954,5
460,0.8,Random Forest,ngrams,None,0.3546511627906977,5
461,0.8,AdaBoost,ngrams,None,0.6918604651162791,5
462,0.8,Naive Bayes,ngrams,None,0.6802325581395349,5
463,0.8,LDA,ngrams,None,0.47674418604651164,5
464,0.9,Nearest Neighbors,ngrams,None,0.6802325581395349,5
465,0.9,Linear SVM,ngrams,None,0.7383720930232558,5
466,0.9,RBF SVM,ngrams,None,0.3546511627906977,5
467,0.9,Decision Tree,ngrams,None,0.7441860465116279,5
468,0.9,Random Forest,ngrams,None,0.36046511627906974,5
469,0.9,AdaBoost,ngrams,None,0.6976744186046512,5
470,0.9,Naive Bayes,ngrams,None,0.7151162790697675,5
471,0.9,LDA,ngrams,None,0.436046511627907,5
472,1.0,Nearest Neighbors,ngrams,None,0.7093023255813954,5
473,1.0,Linear SVM,ngrams,None,0.7441860465116279,5
474,1.0,RBF SVM,ngrams,None,0.3546511627906977,5
475,1.0,Decision Tree,ngrams,None,0.7441860465116279,5
476,1.0,Random Forest,ngrams,None,0.3953488372093023,5
477,1.0,AdaBoost,ngrams,None,0.6744186046511628,5
478,1.0,Naive Bayes,ngrams,None,0.7151162790697675,5
479,1.0,LDA,ngrams,None,0.5,5
480,0.1,Nearest Neighbors,ngrams,None,0.49411764705882355,6
481,0.1,Linear SVM,ngrams,None,0.6823529411764706,6
482,0.1,RBF SVM,ngrams,None,0.3176470588235294,6
483,0.1,Decision Tree,ngrams,None,0.6470588235294118,6
484,0.1,Random Forest,ngrams,None,0.3411764705882353,6
485,0.1,AdaBoost,ngrams,None,0.6705882352941176,6
486,0.1,Naive Bayes,ngrams,None,0.5588235294117647,6
487,0.1,LDA,ngrams,None,0.4647058823529412,6
488,0.2,Nearest Neighbors,ngrams,None,0.5588235294117647,6
489,0.2,Linear SVM,ngrams,None,0.6882352941176471,6
490,0.2,RBF SVM,ngrams,None,0.3588235294117647,6
491,0.2,Decision Tree,ngrams,None,0.711764705882353,6
492,0.2,Random Forest,ngrams,None,0.38235294117647056,6
493,0.2,AdaBoost,ngrams,None,0.5176470588235295,6
494,0.2,Naive Bayes,ngrams,None,0.6647058823529411,6
495,0.2,LDA,ngrams,None,0.6352941176470588,6
496,0.30000000000000004,Nearest Neighbors,ngrams,None,0.5705882352941176,6
497,0.30000000000000004,Linear SVM,ngrams,None,0.7647058823529411,6
498,0.30000000000000004,RBF SVM,ngrams,None,0.3588235294117647,6
499,0.30000000000000004,Decision Tree,ngrams,None,0.7,6
500,0.30000000000000004,Random Forest,ngrams,None,0.37058823529411766,6
501,0.30000000000000004,AdaBoost,ngrams,None,0.6588235294117647,6
502,0.30000000000000004,Naive Bayes,ngrams,None,0.6470588235294118,6
503,0.30000000000000004,LDA,ngrams,None,0.6,6
504,0.4,Nearest Neighbors,ngrams,None,0.6352941176470588,6
505,0.4,Linear SVM,ngrams,None,0.7294117647058823,6
506,0.4,RBF SVM,ngrams,None,0.3588235294117647,6
507,0.4,Decision Tree,ngrams,None,0.711764705882353,6
508,0.4,Random Forest,ngrams,None,0.37058823529411766,6
509,0.4,AdaBoost,ngrams,None,0.6588235294117647,6
510,0.4,Naive Bayes,ngrams,None,0.6529411764705882,6
511,0.4,LDA,ngrams,None,0.6235294117647059,6
512,0.5,Nearest Neighbors,ngrams,None,0.6294117647058823,6
513,0.5,Linear SVM,ngrams,None,0.7941176470588235,6
514,0.5,RBF SVM,ngrams,None,0.3588235294117647,6
515,0.5,Decision Tree,ngrams,None,0.711764705882353,6
516,0.5,Random Forest,ngrams,None,0.37058823529411766,6
517,0.5,AdaBoost,ngrams,None,0.6411764705882353,6
518,0.5,Naive Bayes,ngrams,None,0.6470588235294118,6
519,0.5,LDA,ngrams,None,0.5647058823529412,6
520,0.6,Nearest Neighbors,ngrams,None,0.6411764705882353,6
521,0.6,Linear SVM,ngrams,None,0.7705882352941177,6
522,0.6,RBF SVM,ngrams,None,0.3588235294117647,6
523,0.6,Decision Tree,ngrams,None,0.7411764705882353,6
524,0.6,Random Forest,ngrams,None,0.3764705882352941,6
525,0.6,AdaBoost,ngrams,None,0.6529411764705882,6
526,0.6,Naive Bayes,ngrams,None,0.6470588235294118,6
527,0.6,LDA,ngrams,None,0.5882352941176471,6
528,0.7000000000000001,Nearest Neighbors,ngrams,None,0.6294117647058823,6
529,0.7000000000000001,Linear SVM,ngrams,None,0.7941176470588235,6
530,0.7000000000000001,RBF SVM,ngrams,None,0.3588235294117647,6
531,0.7000000000000001,Decision Tree,ngrams,None,0.711764705882353,6
532,0.7000000000000001,Random Forest,ngrams,None,0.3588235294117647,6
533,0.7000000000000001,AdaBoost,ngrams,None,0.711764705882353,6
534,0.7000000000000001,Naive Bayes,ngrams,None,0.6882352941176471,6
535,0.7000000000000001,LDA,ngrams,None,0.4588235294117647,6
536,0.8,Nearest Neighbors,ngrams,None,0.6352941176470588,6
537,0.8,Linear SVM,ngrams,None,0.7588235294117647,6
538,0.8,RBF SVM,ngrams,None,0.3588235294117647,6
539,0.8,Decision Tree,ngrams,None,0.7411764705882353,6
540,0.8,Random Forest,ngrams,None,0.3764705882352941,6
541,0.8,AdaBoost,ngrams,None,0.6352941176470588,6
542,0.8,Naive Bayes,ngrams,None,0.6941176470588235,6
543,0.8,LDA,ngrams,None,0.6235294117647059,6
544,0.9,Nearest Neighbors,ngrams,None,0.6470588235294118,6
545,0.9,Linear SVM,ngrams,None,0.7529411764705882,6
546,0.9,RBF SVM,ngrams,None,0.3588235294117647,6
547,0.9,Decision Tree,ngrams,None,0.7294117647058823,6
548,0.9,Random Forest,ngrams,None,0.38823529411764707,6
549,0.9,AdaBoost,ngrams,None,0.6764705882352942,6
550,0.9,Naive Bayes,ngrams,None,0.6882352941176471,6
551,0.9,LDA,ngrams,None,0.4823529411764706,6
552,1.0,Nearest Neighbors,ngrams,None,0.6470588235294118,6
553,1.0,Linear SVM,ngrams,None,0.7941176470588235,6
554,1.0,RBF SVM,ngrams,None,0.3588235294117647,6
555,1.0,Decision Tree,ngrams,None,0.7470588235294118,6
556,1.0,Random Forest,ngrams,None,0.36470588235294116,6
557,1.0,AdaBoost,ngrams,None,0.6588235294117647,6
558,1.0,Naive Bayes,ngrams,None,0.6705882352941176,6
559,1.0,LDA,ngrams,None,0.3235294117647059,6
560,0.1,Nearest Neighbors,ngrams,None,0.4823529411764706,7
561,0.1,Linear SVM,ngrams,None,0.7,7
562,0.1,RBF SVM,ngrams,None,0.3176470588235294,7
563,0.1,Decision Tree,ngrams,None,0.6882352941176471,7
564,0.1,Random Forest,ngrams,None,0.3176470588235294,7
565,0.1,AdaBoost,ngrams,None,0.6529411764705882,7
566,0.1,Naive Bayes,ngrams,None,0.5941176470588235,7
567,0.1,LDA,ngrams,None,0.5588235294117647,7
568,0.2,Nearest Neighbors,ngrams,None,0.5647058823529412,7
569,0.2,Linear SVM,ngrams,None,0.7470588235294118,7
570,0.2,RBF SVM,ngrams,None,0.3588235294117647,7
571,0.2,Decision Tree,ngrams,None,0.6764705882352942,7
572,0.2,Random Forest,ngrams,None,0.38235294117647056,7
573,0.2,AdaBoost,ngrams,None,0.5705882352941176,7
574,0.2,Naive Bayes,ngrams,None,0.6176470588235294,7
575,0.2,LDA,ngrams,None,0.5764705882352941,7
576,0.30000000000000004,Nearest Neighbors,ngrams,None,0.6764705882352942,7
577,0.30000000000000004,Linear SVM,ngrams,None,0.8176470588235294,7
578,0.30000000000000004,RBF SVM,ngrams,None,0.3588235294117647,7
579,0.30000000000000004,Decision Tree,ngrams,None,0.7411764705882353,7
580,0.30000000000000004,Random Forest,ngrams,None,0.3764705882352941,7
581,0.30000000000000004,AdaBoost,ngrams,None,0.6647058823529411,7
582,0.30000000000000004,Naive Bayes,ngrams,None,0.6882352941176471,7
583,0.30000000000000004,LDA,ngrams,None,0.6352941176470588,7
584,0.4,Nearest Neighbors,ngrams,None,0.6294117647058823,7
585,0.4,Linear SVM,ngrams,None,0.7176470588235294,7
586,0.4,RBF SVM,ngrams,None,0.3588235294117647,7
587,0.4,Decision Tree,ngrams,None,0.6764705882352942,7
588,0.4,Random Forest,ngrams,None,0.38235294117647056,7
589,0.4,AdaBoost,ngrams,None,0.6,7
590,0.4,Naive Bayes,ngrams,None,0.6705882352941176,7
591,0.4,LDA,ngrams,None,0.6,7
592,0.5,Nearest Neighbors,ngrams,None,0.7176470588235294,7
593,0.5,Linear SVM,ngrams,None,0.7764705882352941,7
594,0.5,RBF SVM,ngrams,None,0.3588235294117647,7
595,0.5,Decision Tree,ngrams,None,0.7411764705882353,7
596,0.5,Random Forest,ngrams,None,0.3941176470588235,7
597,0.5,AdaBoost,ngrams,None,0.5705882352941176,7
598,0.5,Naive Bayes,ngrams,None,0.6411764705882353,7
599,0.5,LDA,ngrams,None,0.49411764705882355,7
600,0.6,Nearest Neighbors,ngrams,None,0.6352941176470588,7
601,0.6,Linear SVM,ngrams,None,0.7529411764705882,7
602,0.6,RBF SVM,ngrams,None,0.3588235294117647,7
603,0.6,Decision Tree,ngrams,None,0.7529411764705882,7
604,0.6,Random Forest,ngrams,None,0.45294117647058824,7
605,0.6,AdaBoost,ngrams,None,0.6176470588235294,7
606,0.6,Naive Bayes,ngrams,None,0.6823529411764706,7
607,0.6,LDA,ngrams,None,0.5588235294117647,7
608,0.7000000000000001,Nearest Neighbors,ngrams,None,0.6941176470588235,7
609,0.7000000000000001,Linear SVM,ngrams,None,0.7823529411764706,7
610,0.7000000000000001,RBF SVM,ngrams,None,0.3588235294117647,7
611,0.7000000000000001,Decision Tree,ngrams,None,0.7411764705882353,7
612,0.7000000000000001,Random Forest,ngrams,None,0.3588235294117647,7
613,0.7000000000000001,AdaBoost,ngrams,None,0.6058823529411764,7
614,0.7000000000000001,Naive Bayes,ngrams,None,0.6882352941176471,7
615,0.7000000000000001,LDA,ngrams,None,0.5411764705882353,7
616,0.8,Nearest Neighbors,ngrams,None,0.6823529411764706,7
617,0.8,Linear SVM,ngrams,None,0.7764705882352941,7
618,0.8,RBF SVM,ngrams,None,0.3588235294117647,7
619,0.8,Decision Tree,ngrams,None,0.7647058823529411,7
620,0.8,Random Forest,ngrams,None,0.38823529411764707,7
621,0.8,AdaBoost,ngrams,None,0.5705882352941176,7
622,0.8,Naive Bayes,ngrams,None,0.6588235294117647,7
623,0.8,LDA,ngrams,None,0.6176470588235294,7
624,0.9,Nearest Neighbors,ngrams,None,0.7058823529411765,7
625,0.9,Linear SVM,ngrams,None,0.7764705882352941,7
626,0.9,RBF SVM,ngrams,None,0.3588235294117647,7
627,0.9,Decision Tree,ngrams,None,0.7470588235294118,7
628,0.9,Random Forest,ngrams,None,0.4,7
629,0.9,AdaBoost,ngrams,None,0.6529411764705882,7
630,0.9,Naive Bayes,ngrams,None,0.6352941176470588,7
631,0.9,LDA,ngrams,None,0.5647058823529412,7
632,1.0,Nearest Neighbors,ngrams,None,0.6882352941176471,7
633,1.0,Linear SVM,ngrams,None,0.8117647058823529,7
634,1.0,RBF SVM,ngrams,None,0.3588235294117647,7
635,1.0,Decision Tree,ngrams,None,0.7529411764705882,7
636,1.0,Random Forest,ngrams,None,0.3588235294117647,7
637,1.0,AdaBoost,ngrams,None,0.6588235294117647,7
638,1.0,Naive Bayes,ngrams,None,0.6352941176470588,7
639,1.0,LDA,ngrams,None,0.5235294117647059,7
640,0.1,Nearest Neighbors,ngrams,None,0.5798816568047337,8
641,0.1,Linear SVM,ngrams,None,0.6745562130177515,8
642,0.1,RBF SVM,ngrams,None,0.3609467455621302,8
643,0.1,Decision Tree,ngrams,None,0.7337278106508875,8
644,0.1,Random Forest,ngrams,None,0.33136094674556216,8
645,0.1,AdaBoost,ngrams,None,0.6094674556213018,8
646,0.1,Naive Bayes,ngrams,None,0.6094674556213018,8
647,0.1,LDA,ngrams,None,0.5088757396449705,8
648,0.2,Nearest Neighbors,ngrams,None,0.6153846153846154,8
649,0.2,Linear SVM,ngrams,None,0.7100591715976331,8
650,0.2,RBF SVM,ngrams,None,0.3609467455621302,8
651,0.2,Decision Tree,ngrams,None,0.7218934911242604,8
652,0.2,Random Forest,ngrams,None,0.39644970414201186,8
653,0.2,AdaBoost,ngrams,None,0.6153846153846154,8
654,0.2,Naive Bayes,ngrams,None,0.6272189349112426,8
655,0.2,LDA,ngrams,None,0.5325443786982249,8
656,0.30000000000000004,Nearest Neighbors,ngrams,None,0.6745562130177515,8
657,0.30000000000000004,Linear SVM,ngrams,None,0.727810650887574,8
658,0.30000000000000004,RBF SVM,ngrams,None,0.31952662721893493,8
659,0.30000000000000004,Decision Tree,ngrams,None,0.7396449704142012,8
660,0.30000000000000004,Random Forest,ngrams,None,0.40828402366863903,8
661,0.30000000000000004,AdaBoost,ngrams,None,0.6449704142011834,8
662,0.30000000000000004,Naive Bayes,ngrams,None,0.6804733727810651,8
663,0.30000000000000004,LDA,ngrams,None,0.5502958579881657,8
664,0.4,Nearest Neighbors,ngrams,None,0.6627218934911243,8
665,0.4,Linear SVM,ngrams,None,0.8047337278106509,8
666,0.4,RBF SVM,ngrams,None,0.3609467455621302,8
667,0.4,Decision Tree,ngrams,None,0.7514792899408284,8
668,0.4,Random Forest,ngrams,None,0.378698224852071,8
669,0.4,AdaBoost,ngrams,None,0.6804733727810651,8
670,0.4,Naive Bayes,ngrams,None,0.6923076923076923,8
671,0.4,LDA,ngrams,None,0.591715976331361,8
672,0.5,Nearest Neighbors,ngrams,None,0.6686390532544378,8
673,0.5,Linear SVM,ngrams,None,0.7869822485207101,8
674,0.5,RBF SVM,ngrams,None,0.3609467455621302,8
675,0.5,Decision Tree,ngrams,None,0.7633136094674556,8
676,0.5,Random Forest,ngrams,None,0.3727810650887574,8
677,0.5,AdaBoost,ngrams,None,0.7159763313609467,8
678,0.5,Naive Bayes,ngrams,None,0.6331360946745562,8
679,0.5,LDA,ngrams,None,0.6153846153846154,8
680,0.6,Nearest Neighbors,ngrams,None,0.6686390532544378,8
681,0.6,Linear SVM,ngrams,None,0.7751479289940828,8
682,0.6,RBF SVM,ngrams,None,0.3609467455621302,8
683,0.6,Decision Tree,ngrams,None,0.727810650887574,8
684,0.6,Random Forest,ngrams,None,0.3668639053254438,8
685,0.6,AdaBoost,ngrams,None,0.6923076923076923,8
686,0.6,Naive Bayes,ngrams,None,0.6686390532544378,8
687,0.6,LDA,ngrams,None,0.5739644970414202,8
688,0.7000000000000001,Nearest Neighbors,ngrams,None,0.6982248520710059,8
689,0.7000000000000001,Linear SVM,ngrams,None,0.7810650887573964,8
690,0.7000000000000001,RBF SVM,ngrams,None,0.3609467455621302,8
691,0.7000000000000001,Decision Tree,ngrams,None,0.7514792899408284,8
692,0.7000000000000001,Random Forest,ngrams,None,0.3905325443786982,8
693,0.7000000000000001,AdaBoost,ngrams,None,0.6745562130177515,8
694,0.7000000000000001,Naive Bayes,ngrams,None,0.6745562130177515,8
695,0.7000000000000001,LDA,ngrams,None,0.5680473372781065,8
696,0.8,Nearest Neighbors,ngrams,None,0.6982248520710059,8
697,0.8,Linear SVM,ngrams,None,0.7869822485207101,8
698,0.8,RBF SVM,ngrams,None,0.3609467455621302,8
699,0.8,Decision Tree,ngrams,None,0.7751479289940828,8
700,0.8,Random Forest,ngrams,None,0.41420118343195267,8
701,0.8,AdaBoost,ngrams,None,0.7041420118343196,8
702,0.8,Naive Bayes,ngrams,None,0.6745562130177515,8
703,0.8,LDA,ngrams,None,0.6153846153846154,8
704,0.9,Nearest Neighbors,ngrams,None,0.6627218934911243,8
705,0.9,Linear SVM,ngrams,None,0.7988165680473372,8
706,0.9,RBF SVM,ngrams,None,0.3609467455621302,8
707,0.9,Decision Tree,ngrams,None,0.7396449704142012,8
708,0.9,Random Forest,ngrams,None,0.40236686390532544,8
709,0.9,AdaBoost,ngrams,None,0.7218934911242604,8
710,0.9,Naive Bayes,ngrams,None,0.6982248520710059,8
711,0.9,LDA,ngrams,None,0.6094674556213018,8
712,1.0,Nearest Neighbors,ngrams,None,0.6863905325443787,8
713,1.0,Linear SVM,ngrams,None,0.7869822485207101,8
714,1.0,RBF SVM,ngrams,None,0.3609467455621302,8
715,1.0,Decision Tree,ngrams,None,0.7810650887573964,8
716,1.0,Random Forest,ngrams,None,0.35502958579881655,8
717,1.0,AdaBoost,ngrams,None,0.6863905325443787,8
718,1.0,Naive Bayes,ngrams,None,0.7100591715976331,8
719,1.0,LDA,ngrams,None,0.5857988165680473,8
720,0.1,Nearest Neighbors,ngrams,None,0.5808383233532934,9
721,0.1,Linear SVM,ngrams,None,0.688622754491018,9
722,0.1,RBF SVM,ngrams,None,0.31736526946107785,9
723,0.1,Decision Tree,ngrams,None,0.6167664670658682,9
724,0.1,Random Forest,ngrams,None,0.3532934131736527,9
725,0.1,AdaBoost,ngrams,None,0.5029940119760479,9
726,0.1,Naive Bayes,ngrams,None,0.6047904191616766,9
727,0.1,LDA,ngrams,None,0.49700598802395207,9
728,0.2,Nearest Neighbors,ngrams,None,0.6107784431137725,9
729,0.2,Linear SVM,ngrams,None,0.718562874251497,9
730,0.2,RBF SVM,ngrams,None,0.31736526946107785,9
731,0.2,Decision Tree,ngrams,None,0.6287425149700598,9
732,0.2,Random Forest,ngrams,None,0.3413173652694611,9
733,0.2,AdaBoost,ngrams,None,0.6826347305389222,9
734,0.2,Naive Bayes,ngrams,None,0.6706586826347305,9
735,0.2,LDA,ngrams,None,0.5868263473053892,9
736,0.30000000000000004,Nearest Neighbors,ngrams,None,0.6227544910179641,9
737,0.30000000000000004,Linear SVM,ngrams,None,0.7365269461077845,9
738,0.30000000000000004,RBF SVM,ngrams,None,0.3592814371257485,9
739,0.30000000000000004,Decision Tree,ngrams,None,0.6826347305389222,9
740,0.30000000000000004,Random Forest,ngrams,None,0.3532934131736527,9
741,0.30000000000000004,AdaBoost,ngrams,None,0.5748502994011976,9
742,0.30000000000000004,Naive Bayes,ngrams,None,0.688622754491018,9
743,0.30000000000000004,LDA,ngrams,None,0.5988023952095808,9
744,0.4,Nearest Neighbors,ngrams,None,0.6467065868263473,9
745,0.4,Linear SVM,ngrams,None,0.7604790419161677,9
746,0.4,RBF SVM,ngrams,None,0.3592814371257485,9
747,0.4,Decision Tree,ngrams,None,0.6467065868263473,9
748,0.4,Random Forest,ngrams,None,0.3772455089820359,9
749,0.4,AdaBoost,ngrams,None,0.6227544910179641,9
750,0.4,Naive Bayes,ngrams,None,0.7245508982035929,9
751,0.4,LDA,ngrams,None,0.6107784431137725,9
752,0.5,Nearest Neighbors,ngrams,None,0.6467065868263473,9
753,0.5,Linear SVM,ngrams,None,0.7485029940119761,9
754,0.5,RBF SVM,ngrams,None,0.3592814371257485,9
755,0.5,Decision Tree,ngrams,None,0.6586826347305389,9
756,0.5,Random Forest,ngrams,None,0.38922155688622756,9
757,0.5,AdaBoost,ngrams,None,0.6047904191616766,9
758,0.5,Naive Bayes,ngrams,None,0.7305389221556886,9
759,0.5,LDA,ngrams,None,0.6586826347305389,9
760,0.6,Nearest Neighbors,ngrams,None,0.6826347305389222,9
761,0.6,Linear SVM,ngrams,None,0.7724550898203593,9
762,0.6,RBF SVM,ngrams,None,0.3592814371257485,9
763,0.6,Decision Tree,ngrams,None,0.6407185628742516,9
764,0.6,Random Forest,ngrams,None,0.3712574850299401,9
765,0.6,AdaBoost,ngrams,None,0.6227544910179641,9
766,0.6,Naive Bayes,ngrams,None,0.6946107784431138,9
767,0.6,LDA,ngrams,None,0.6467065868263473,9
768,0.7000000000000001,Nearest Neighbors,ngrams,None,0.6766467065868264,9
769,0.7000000000000001,Linear SVM,ngrams,None,0.7664670658682635,9
770,0.7000000000000001,RBF SVM,ngrams,None,0.3592814371257485,9
771,0.7000000000000001,Decision Tree,ngrams,None,0.6586826347305389,9
772,0.7000000000000001,Random Forest,ngrams,None,0.3772455089820359,9
773,0.7000000000000001,AdaBoost,ngrams,None,0.6467065868263473,9
774,0.7000000000000001,Naive Bayes,ngrams,None,0.7425149700598802,9
775,0.7000000000000001,LDA,ngrams,None,0.5808383233532934,9
776,0.8,Nearest Neighbors,ngrams,None,0.6946107784431138,9
777,0.8,Linear SVM,ngrams,None,0.7844311377245509,9
778,0.8,RBF SVM,ngrams,None,0.3592814371257485,9
779,0.8,Decision Tree,ngrams,None,0.688622754491018,9
780,0.8,Random Forest,ngrams,None,0.3712574850299401,9
781,0.8,AdaBoost,ngrams,None,0.6526946107784432,9
782,0.8,Naive Bayes,ngrams,None,0.7005988023952096,9
783,0.8,LDA,ngrams,None,0.6287425149700598,9
784,0.9,Nearest Neighbors,ngrams,None,0.7005988023952096,9
785,0.9,Linear SVM,ngrams,None,0.7844311377245509,9
786,0.9,RBF SVM,ngrams,None,0.3592814371257485,9
787,0.9,Decision Tree,ngrams,None,0.6646706586826348,9
788,0.9,Random Forest,ngrams,None,0.3473053892215569,9
789,0.9,AdaBoost,ngrams,None,0.6107784431137725,9
790,0.9,Naive Bayes,ngrams,None,0.718562874251497,9
791,0.9,LDA,ngrams,None,0.6047904191616766,9
792,1.0,Nearest Neighbors,ngrams,None,0.718562874251497,9
793,1.0,Linear SVM,ngrams,None,0.7724550898203593,9
794,1.0,RBF SVM,ngrams,None,0.3592814371257485,9
795,1.0,Decision Tree,ngrams,None,0.6586826347305389,9
796,1.0,Random Forest,ngrams,None,0.3592814371257485,9
797,1.0,AdaBoost,ngrams,None,0.6467065868263473,9
798,1.0,Naive Bayes,ngrams,None,0.7245508982035929,9
799,1.0,LDA,ngrams,None,0.47904191616766467,9
