,amount,feature_name,result,split
446,1.0,+has_malay_road_tag,0.7100591715976331,8
447,1.0,+num_words,0.7100591715976331,8
448,1.0,+ave_word_length,0.7218934911242604,8
449,1.0,+all_words_in_dict,0.7514792899408284,8
450,0.1,ngrams,0.592814371257485,9
451,0.1,+has_malay_road_tag,0.5868263473053892,9
452,0.1,+num_words,0.5748502994011976,9
453,0.1,+ave_word_length,0.6287425149700598,9
454,0.1,+all_words_in_dict,0.6167664670658682,9
455,0.2,ngrams,0.6407185628742516,9
456,0.2,+has_malay_road_tag,0.6526946107784432,9
457,0.2,+num_words,0.6586826347305389,9
458,0.2,+ave_word_length,0.6706586826347305,9
459,0.2,+all_words_in_dict,0.7485029940119761,9
460,0.30000000000000004,ngrams,0.6526946107784432,9
461,0.30000000000000004,+has_malay_road_tag,0.7245508982035929,9
462,0.30000000000000004,+num_words,0.718562874251497,9
463,0.30000000000000004,+ave_word_length,0.7005988023952096,9
464,0.30000000000000004,+all_words_in_dict,0.7485029940119761,9
465,0.4,ngrams,0.7065868263473054,9
466,0.4,+has_malay_road_tag,0.718562874251497,9
467,0.4,+num_words,0.7125748502994012,9
468,0.4,+ave_word_length,0.7065868263473054,9
469,0.4,+all_words_in_dict,0.7365269461077845,9
470,0.5,ngrams,0.7305389221556886,9
471,0.5,+has_malay_road_tag,0.7544910179640718,9
472,0.5,+num_words,0.7544910179640718,9
473,0.5,+ave_word_length,0.7544910179640718,9
474,0.5,+all_words_in_dict,0.7724550898203593,9
475,0.6,ngrams,0.6706586826347305,9
476,0.6,+has_malay_road_tag,0.6826347305389222,9
477,0.6,+num_words,0.6946107784431138,9
478,0.6,+ave_word_length,0.6946107784431138,9
479,0.6,+all_words_in_dict,0.7664670658682635,9
480,0.7000000000000001,ngrams,0.7245508982035929,9
481,0.7000000000000001,+has_malay_road_tag,0.7425149700598802,9
482,0.7000000000000001,+num_words,0.7425149700598802,9
483,0.7000000000000001,+ave_word_length,0.7245508982035929,9
484,0.7000000000000001,+all_words_in_dict,0.7544910179640718,9
485,0.8,ngrams,0.7365269461077845,9
486,0.8,+has_malay_road_tag,0.7604790419161677,9
487,0.8,+num_words,0.7604790419161677,9
488,0.8,+ave_word_length,0.7544910179640718,9
489,0.8,+all_words_in_dict,0.8023952095808383,9
490,0.9,ngrams,0.7485029940119761,9
491,0.9,+has_malay_road_tag,0.7604790419161677,9
492,0.9,+num_words,0.7604790419161677,9
493,0.9,+ave_word_length,0.7604790419161677,9
494,0.9,+all_words_in_dict,0.7544910179640718,9
495,1.0,ngrams,0.7485029940119761,9
496,1.0,+has_malay_road_tag,0.7664670658682635,9
497,1.0,+num_words,0.7604790419161677,9
498,1.0,+ave_word_length,0.7664670658682635,9
499,1.0,+all_words_in_dict,0.7604790419161677,9
