Minden 	0	6	0
Farrer 	0	6	0
Tekukor 	1	7	0
Hendry 	0	6	0
Green 	0	5	1
Gelenggang 	1	10	0
Wallich 	0	7	0
Chatsworth 	0	10	0
Pearl's 	0	7	1
Road 	0	4	1
Bishops 	0	7	1
Riverside 	0	9	1
Sixth Lok Yang 	0	4	0
Rhu 	0	3	0
Cavan 	0	5	0
Penjuru 	0	7	0
Chun Tin 	0	3.5	0
Prinsep 	0	7	0
Meyer 	0	5	0
Nakhoda 	1	7	0
Malabar 	0	7	0
Chencharu 	1	9	0
Loke Yew 	0	3.5	1
Club 	0	4	1
Padang Jeringau 	0	7	0
Church 	0	6	1
Tambur 	1	6	1
Stephen Lee 	0	5	0
Paradise 	0	8	1
Oakwood 	0	7	1
Cheng Soon 	0	4.5	0
Greenmead 	0	9	0
Parbury 	0	7	0
Newton 	0	6	1
Senja 	0	5	0
Gul 	0	3	1
Pemimpin 	1	8	0
Blandford 	0	9	0
Penang 	0	6	1
Asuhan 	1	6	0
Azam 	1	4	0
Perimeter 	0	9	1
Phillips 	0	8	0
Gambas 	1	6	1
Hai Sing 	0	3.5	0
Primrose 	0	8	1
Mariam 	0	6	0
Sophia 	0	6	1
Rifle Range 	0	5	1
Shepherd's 	0	10	1
Martaban 	0	8	0
Lew Lian 	0	3.5	0
Pelajau 	1	7	0
Hawkinge 	0	8	0
Folkestone 	0	10	0
Dermawan 	1	8	0
Shan 	0	4	1
Cowdray 	0	7	0
Baghdad 	0	7	0
Kembagan 	1	8	0
Temasek 	0	7	0
Coast Ferry 	0	5	1
Greja 	1	5	0
Ama Keng 	0	3.5	0
Gombak 	0	6	0
Seletar Hills 	0	6	0
Jeruju 	1	6	0
Seah 	0	4	0
Kang Ching 	0	4.5	0
Arumugam 	0	8	0
Cheng Lim 	0	4	0
Silat 	0	5	0
Bee San 	0	3	1
Lanjut 	1	6	0
Seagull 	0	7	1
Ampang 	1	6	0
Cherpen 	1	7	0
Stanley 	0	7	0
Coral 	0	5	1
Youngberg 	0	9	0
Kakatua 	1	7	0
Cherry 	0	6	1
Cedarwood 	0	9	0
Francis Thomas 	0	6.5	0
Mawar 	1	5	0
Dock 	0	4	1
Empress 	0	7	1
Peck Seah 	0	4	0
Onraet 	0	6	0
Puteh Jerneh 	1	5.5	0
High 	0	4	1
Chulia 	0	6	0
Telipok 	1	7	0
Chelagi 	1	7	0
Fifth 	0	5	1
Senoko 	0	6	0
Martia 	0	6	0
Weld 	0	4	1
Topaz 	0	5	1
Ash 	0	3	1
Labu Merah 	1	4.5	0
Surau 	1	5	0
Pekin 	0	5	1
New Changi 	0	4.5	0
Rambutan 	0	8	1
Bunga Rampai 	1	5.5	0
Lim Teck Boo 	0	3.3333333333	0
Rangoon 	0	7	0
Pepys 	0	5	0
Dalvey 	0	6	0
Elm 	0	3	1
Harvey 	0	6	0
Chempah 	1	7	0
Shunfu 	0	6	0
Koek 	0	4	0
How Sun 	1	3	1
Pari Kikis 	1	4.5	0
Tanjong Pagar 	0	6	0
Lewin 	0	5	0
Chepstow 	0	8	0
Fishery Port 	0	5.5	1
Ulu Seletar 	1	5	0
Biggin 	0	6	1
Kenarah 	1	7	0
Arts 	0	4	1
Dawson 	0	6	0
Dover 	0	5	1
Boat 	0	4	1
Circular 	0	8	1
Hoot Kiam 	0	4	0
Mergui 	0	6	0
Merdu 	1	5	0
Prince 	0	6	1
Lakum 	1	5	0
Cuppage 	0	7	0
Jelapang 	0	8	0
Turi 	1	4	0
Pier 	0	4	1
Chempedak 	1	9	0
Pickering 	0	9	0
Ripley 	0	6	0
Kuala Loyang 	0	5.5	0
Tiong 	1	5	0
Tanjong 	0	7	0
Bristol 	0	7	1
Jurong Pier 	0	5	0
Ontario 	0	7	0
Kebun Limau 	1	5	0
Lothian 	0	7	0
Naga Sari 	1	4	1
Remis 	1	5	0
Bah Soon Pah 	0	3.3333333333	1
Elliot 	0	6	0
Yarrow 	0	6	1
Queensway 	0	9	0
Gumilang 	1	8	0
Tai Seng 	1	3.5	0
Battery 	0	7	1
Vigilante 	0	9	1
Canal 	0	5	1
Abingdon 	0	8	0
Bukit Tunggal 	0	6	0
Horsham 	0	7	0
Dunsfold 	0	8	0
Roberts 	0	7	0
Loyang Besar 	1	5.5	0
Dedap 	0	5	0
Balmoral 	0	8	1
Lutheran 	0	8	0
Anson 	0	5	0
Kloof 	0	5	1
Lembu 	0	5	0
Sembilang 	1	9	0
Kampong Chantek 	1	7	0
Halwa 	1	5	0
One Tree 	0	3.5	1
Sentosa 	0	7	0
Kee Seng 	0	3.5	0
Pipit 	0	5	1
Jelita 	1	6	0
Inggu 	1	5	0
Tyrwhitt 	0	8	0
Duxton 	0	6	0
Muscat 	0	6	1
Haig 	0	4	0
Kellock 	0	7	0
Ramsgate 	0	8	0
Lim Tai See 	1	3	0
Potong Pasir 	0	5.5	0
Bassein 	0	7	0
Haigsville 	0	10	0
Sotong 	1	6	0
Arnap 	1	5	0
Mayfield 	0	8	0
Exeter 	0	6	0
Gilstead 	0	8	0
Tukang Satu 	1	5	0
Wiltshire 	0	9	0
Third Hospital 	0	6.5	1
Dix 	0	3	0
Montreal 	0	8	0
Pitt 	0	4	0
Sembawang Hills 	0	7	0
Ardmore 	0	7	0
Lada Pati 	1	4	0
Halifax 	0	7	0
Pintau 	1	6	0
Mornington 	0	10	0
Syed Alwi 	0	4	0
Brockhampton 	0	12	0
Merak 	1	5	0
Lagoon 	0	6	1
Quee Chew 	1	4	0
Gillman 	0	7	0
Rochor 	0	6	0
Telang 	1	6	0
Arif 	1	4	0
Wangi 	1	5	0
Blackmore 	0	9	0
Wee Nam 	0	3	1
Anak Bukit 	1	4.5	0
Carlton 	0	7	0
Refinery 	0	8	1
