Hill 	0 	4.0 	1
Todak 	1 	5.0 	0
Synagogue 	0 	9.0 	1
Pheng Geck 	0 	4.5 	0
Soo Bee 	1 	3.0 	0
Norfolk 	0 	7.0 	0
Java 	0 	4.0 	1
Krian 	1 	5.0 	0
Jacaranda 	0 	9.0 	1
Burgundy 	0 	8.0 	1
Cluny 	0 	5.0 	0
Maritime 	0 	8.0 	1
Mata Ayer 	1 	4.0 	0
Platina 	0 	7.0 	1
First Hospital 	0 	6.5 	1
Kapal 	1 	5.0 	0
Lower Kent 	0 	4.5 	1
Dusan 	1 	5.0 	0
Gajus 	1 	5.0 	0
Brizay 	0 	6.0 	0
Guok 	0 	4.0 	0
Raeburn 	0 	7.0 	0
Eastern 	0 	7.0 	1
Walmer 	0 	6.0 	0
Waringin 	1 	8.0 	0
Minyak 	1 	6.0 	0
Temechut 	1 	8.0 	0
Besut 	1 	5.0 	0
Pendek 	1 	6.0 	0
Goodlink 	0 	8.0 	0
Winsor 	0 	6.0 	0
Pasiran 	1 	7.0 	0
Tudor 	0 	5.0 	0
Ah Soo 	0 	2.5 	0
Riang 	1 	5.0 	0
Sampan 	0 	6.0 	1
Terentang 	1 	9.0 	0
Eber 	0 	4.0 	0
Adat 	1 	4.0 	0
Low Koon 	1 	3.5 	0
Peel 	0 	4.0 	1
Alkaff 	0 	6.0 	0
Soon Wing 	0 	4.0 	1
Merchant 	0 	8.0 	1
Engineering 	0 	11.0 	1
McCallum 	0 	8.0 	0
Minbu 	0 	5.0 	0
Lange 	0 	5.0 	0
Basong 	1 	6.0 	0
Imbiah 	0 	6.0 	0
Kranji 	0 	6.0 	0
Leonie 	0 	6.0 	0
Tenon 	1 	5.0 	1
Fairways 	0 	8.0 	1
Selanting 	1 	9.0 	0
Kramat 	0 	6.0 	0
Trafalgar 	0 	9.0 	0
Bugis 	0 	5.0 	0
Mattar 	0 	6.0 	0
Seletar Satellite Station 	0 	7.66666666667 	0
Telegraph 	0 	9.0 	1
Siang Kuang 	0 	5.0 	0
Mesra 	1 	5.0 	0
Wilton 	0 	6.0 	0
Kay Siang 	0 	4.0 	0
Klang 	0 	5.0 	1
Marican 	1 	7.0 	0
Baiduri 	1 	7.0 	0
Medical 	0 	7.0 	1
Jambol 	0 	6.0 	0
Baling 	1 	6.0 	1
Novena Barat 	1 	5.5 	0
Pending 	0 	7.0 	1
Anggerek 	1 	8.0 	0
Kelantan 	0 	8.0 	0
Irving 	0 	6.0 	0
Kayu 	1 	4.0 	0
Mutiara 	1 	7.0 	0
Selegie 	0 	7.0 	0
Gelam 	1 	5.0 	0
Neo Pee Teck 	0 	3.33333333333 	0
Shanghai 	0 	8.0 	1
Wak Selat 	1 	4.0 	0
Pernama 	1 	7.0 	0
Davidson 	0 	8.0 	0
Hampshire 	0 	9.0 	0
Sembong 	0 	7.0 	0
Almond 	0 	6.0 	1
Estate Office 	0 	6.0 	1
Senyum 	1 	6.0 	0
Rose 	0 	4.0 	1
Bernam 	0 	6.0 	0
Evans 	0 	5.0 	0
Ho Swee 	1 	3.0 	0
Arcadia 	0 	7.0 	1
Bangket 	1 	7.0 	0
Sealand 	0 	7.0 	0
Cranborne 	0 	9.0 	0
Normanton 	0 	9.0 	0
Ulu Siglap 	1 	4.5 	0
Tujoh 	1 	5.0 	0
Dakota 	0 	6.0 	0
