Boon Tiong 	0 	4.5 	0
Chin Cheng 	0 	4.5 	0
Tepong 	1 	6.0 	0
Karikal 	0 	7.0 	0
Whampoa 	0 	7.0 	0
Angora 	0 	6.0 	1
Ong Lye 	1 	3.0 	0
Jambu Ayer 	1 	4.5 	0
Kensington 	0 	10.0 	0
Mei Hwan 	0 	3.5 	0
Tai Gin 	0 	3.0 	1
Xilin 	0 	5.0 	0
Middlesex 	0 	9.0 	0
Rimau 	1 	5.0 	0
Joran 	1 	5.0 	0
Kanisha Marican 	0 	7.0 	0
Fort 	0 	4.0 	1
Zamrud 	1 	6.0 	0
Delta 	0 	5.0 	1
Westlake 	0 	8.0 	0
Bays Water 	0 	4.5 	1
Lempeng 	1 	7.0 	0
Medway 	0 	6.0 	0
Pei Wah 	0 	3.0 	0
Elizabeth 	0 	9.0 	0
Siak Kew 	0 	3.5 	0
Anthony 	0 	7.0 	0
Penhas 	0 	6.0 	0
Anamalai 	0 	8.0 	0
Jupiter 	0 	7.0 	0
Ord 	0 	3.0 	0
Hay Market 	0 	4.5 	1
Eu Chin 	0 	3.0 	0
Quemoy 	0 	6.0 	0
Katmandu 	0 	8.0 	0
Lam Sam 	1 	3.0 	1
Bilal 	0 	5.0 	0
Lotus 	0 	5.0 	1
Tiga Ratus 	1 	4.5 	0
Mempurong 	1 	9.0 	0
Cairnhill 	0 	9.0 	0
Bumbong 	1 	7.0 	0
Selangat 	1 	8.0 	0
Ikan Merah 	1 	4.5 	0
Larut 	0 	5.0 	0
Cheang Wan Seng 	0 	4.33333333333 	0
Metropole 	0 	9.0 	0
Second 	0 	6.0 	1
Burn 	0 	4.0 	1
Maude 	0 	5.0 	0
Sankam 	1 	6.0 	0
Bukit Panjang 	0 	6.0 	0
Rindu 	1 	5.0 	0
Tari Lilin 	1 	4.5 	0
Singa 	1 	5.0 	0
Simpang Bedok 	1 	6.0 	0
Angsana 	0 	7.0 	0
Linden 	0 	6.0 	1
Loyang Besar 	0 	5.5 	0
Pari Burong 	1 	5.0 	0
Tanjong Penjuru 	0 	7.0 	0
Kwong Min 	0 	4.0 	0
Irrawaddy 	0 	9.0 	0
Punggol 	0 	7.0 	0
Ismail 	1 	6.0 	0
Kechil 	1 	6.0 	0
Sports 	0 	6.0 	1
Yasin 	1 	5.0 	0
Japanese 	0 	8.0 	0
Malcolm 	0 	7.0 	0
Denham 	0 	6.0 	0
Ellenborough 	0 	12.0 	0
Plumer 	0 	6.0 	0
Tamban 	1 	6.0 	0
Springwood 	0 	10.0 	1
Lock 	0 	4.0 	1
Melrose 	0 	7.0 	0
Dunlop 	0 	6.0 	0
Viking 	0 	6.0 	1
Joo Hong 	0 	3.5 	0
Kim Yam 	0 	3.0 	0
Haji 	0 	4.0 	0
Jurong Town Hall 	0 	4.66666666667 	0
Changi Ferry 	0 	5.5 	0
Chin Swee 	0 	4.0 	0
Knights 	0 	7.0 	1
Auckland 	0 	8.0 	0
Neil 	0 	4.0 	0
Short 	0 	5.0 	1
Chu Lin 	0 	3.0 	0
Shaer 	1 	5.0 	0
Sentosa 	1 	7.0 	0
Tenggiri 	1 	8.0 	0
Meragi 	0 	6.0 	0
Cuff 	0 	4.0 	1
Terusan 	1 	7.0 	0
Hajijah 	1 	7.0 	0
Boundary 	0 	8.0 	1
Chitty 	0 	6.0 	1
Tavistock 	0 	9.0 	0
Sunset 	0 	6.0 	1
Balmeg 	0 	6.0 	0
Mata 	0 	4.0 	0
Sudan 	0 	5.0 	0
Lucky 	0 	5.0 	1
Second Lok Yang 	0 	4.33333333333 	0
Clifton 	0 	7.0 	0
Jubilee 	0 	7.0 	1
Sikudangan 	1 	10.0 	0
Mega 	1 	4.0 	1
Bright 	0 	6.0 	1
Ipoh 	0 	4.0 	0
Ring 	0 	4.0 	1
