Commonwealth 	0 	12.0 	1
Ang Mo Kio 	0 	2.66666666667 	0
Rumbia 	1 	6.0 	0
Piccadilly 	0 	10.0 	1
Bangsawan 	1 	9.0 	0
Tosca 	0 	5.0 	0
Melayu 	1 	6.0 	0
Teck Lim 	0 	3.5 	0
Tong Lee 	0 	3.5 	1
Telok Kurau 	1 	5.0 	0
Brooke 	0 	6.0 	0
Kenanga 	0 	7.0 	0
Paya Lebar 	1 	4.5 	0
Samarinda 	1 	9.0 	0
Irwell 	0 	6.0 	0
St. Gregory's 	0 	6.0 	0
Danau 	1 	5.0 	0
Bangkit 	0 	7.0 	0
Turnhouse 	0 	9.0 	0
May 	0 	3.0 	1
Handy 	0 	5.0 	1
Chartwell 	0 	9.0 	0
Attap 	0 	5.0 	1
Veerasamy 	0 	9.0 	0
Kurau 	0 	5.0 	0
Vista 	0 	5.0 	1
Ishak 	1 	5.0 	0
Bridport 	0 	8.0 	0
China 	0 	5.0 	1
Joo 	0 	3.0 	0
Martin 	0 	6.0 	1
St. Andrew's 	0 	5.5 	0
Limau Nipis 	1 	5.0 	0
Antoi 	1 	5.0 	0
Asimont 	0 	7.0 	0
Chin Hin 	0 	3.5 	1
Angklong 	1 	8.0 	0
Marina Station 	0 	6.5 	1
Buroh 	1 	5.0 	0
Sungei Poyan 	1 	5.5 	0
Ratus 	0 	5.0 	1
Benaan Kapal 	1 	5.5 	0
Resak 	1 	5.0 	0
Carisbrooke 	0 	11.0 	0
Hythe 	0 	5.0 	1
Jago 	0 	4.0 	0
Gembira 	1 	7.0 	0
Sengkang 	0 	8.0 	0
Iqbal 	0 	5.0 	0
Li Hwan 	0 	3.0 	1
Tronoh 	0 	6.0 	0
Flint 	0 	5.0 	1
Korban 	1 	6.0 	0
Corfe 	0 	5.0 	0
Membina 	1 	7.0 	0
Tengah 	0 	6.0 	0
Arab 	0 	4.0 	0
Chamar 	1 	6.0 	0
Telok Ayer 	0 	4.5 	0
Tangmere 	0 	8.0 	0
Townshend 	0 	9.0 	0
Cheng Yan 	0 	4.0 	0
Lakeshore 	0 	9.0 	1
Bideford 	0 	8.0 	0
Batu 	1 	4.0 	0
Jentera 	1 	7.0 	0
Liput 	1 	5.0 	0
Oxford 	0 	6.0 	1
Ketuka 	1 	6.0 	0
Tuas Basin 	0 	4.5 	0
Wessex 	0 	6.0 	0
Sandown 	0 	7.0 	0
Link 	0 	4.0 	1
Begonia 	0 	7.0 	1
Manston 	0 	7.0 	0
Gallop 	0 	6.0 	1
King George's 	0 	6.0 	0
Buyong 	0 	6.0 	0
Bahasa 	1 	6.0 	0
Demak 	1 	5.0 	0
Benoi 	0 	5.0 	0
Sundrige 	0 	8.0 	0
Gendang 	1 	7.0 	0
Beng Huat 	0 	4.0 	0
Stamford 	0 	8.0 	0
Samulun 	1 	7.0 	0
Lim Chu Kang 	0 	3.33333333333 	0
Kung Chong 	0 	4.5 	0
Marymount 	0 	9.0 	0
Turf Club 	0 	4.0 	1
Netheravon 	0 	10.0 	0
Teo Kim Eng 	0 	3.0 	0
Mount Rosie 	0 	5.0 	0
Pasir Ria 	1 	4.0 	0
Carpenter 	0 	9.0 	1
Malai 	1 	5.0 	0
Gapis 	1 	5.0 	0
Sendudok 	1 	8.0 	0
Canterbury 	0 	10.0 	1
Airport 	0 	7.0 	1
Kampong Java 	0 	5.5 	1
Halton 	0 	6.0 	0
Tanglin 	0 	7.0 	0
Novena Utara 	1 	5.5 	0
Flanders 	0 	8.0 	0
Makepeace 	0 	9.0 	0
Swiss 	0 	5.0 	1
Flower 	0 	6.0 	1
Plymouth 	0 	8.0 	0
Pulasan 	0 	7.0 	0
Tahar 	1 	5.0 	0
Bartley 	0 	7.0 	0
Harom Setangkai 	1 	7.0 	0
Mulia 	1 	5.0 	0
Ria 	1 	3.0 	1
Opal 	0 	4.0 	1
Wakaff 	1 	6.0 	0
Thiam Siew 	0 	4.5 	0
Bachok 	1 	6.0 	0
Chee Hoon 	0 	4.0 	0
Cornwall 	0 	8.0 	0
St. Barnabas 	0 	5.5 	0
Adam 	0 	4.0 	0
Chegar 	1 	6.0 	0
Salam 	0 	5.0 	0
Sturdee 	0 	7.0 	0
Nathan 	0 	6.0 	0
Haji Salam 	1 	4.5 	0
Orchid 	0 	6.0 	1
Napier 	0 	6.0 	0
Business 	0 	8.0 	1
Desker 	0 	6.0 	0
Kemunchup 	1 	9.0 	0
Fifth Lok Yang 	0 	4.0 	0
Serambi 	1 	7.0 	0
Five Foot 	0 	4.0 	1
Ballater 	0 	8.0 	0
Sahabat 	1 	7.0 	0
Poh Huat 	0 	3.5 	0
Graham White 	0 	5.5 	1
Westbourne 	0 	10.0 	0
Keris 	0 	5.0 	0
Kledek 	1 	6.0 	0
Sussex 	0 	6.0 	0
Hoy Fatt 	0 	3.5 	0
Lentor 	0 	6.0 	1
Toa Payoh 	1 	4.0 	0
Dorset 	0 	6.0 	0
Novena Timor 	1 	5.5 	0
Jambu Mawar 	1 	5.0 	0
Petain 	0 	6.0 	0
Plantation 	0 	10.0 	1
Spooner 	0 	7.0 	1
Mayo 	0 	4.0 	1
Temenggong 	0 	10.0 	0
Mas Puteh 	1 	4.0 	0
Rakit 	1 	5.0 	0
Tari Serimpi 	1 	5.5 	0
Serangoon 	0 	9.0 	0
Teck Whye 	1 	4.0 	0
Balam 	0 	5.0 	0
Lantana 	0 	7.0 	1
Goldhill 	0 	8.0 	0
Ottawa 	0 	6.0 	0
Norris 	0 	6.0 	0
Brookvale 	0 	9.0 	0
Mulberry 	0 	8.0 	1
Lichfield 	0 	9.0 	0
Jati 	1 	4.0 	0
Dunman 	0 	6.0 	0
